Company,Plant,Cross Validation,Features,Features_bkp,Model,Model_bkp,Model_bkp_2,Timesteps,RMSE_mean,MAE_mean,MAPE_mean,R2_mean,SCPM,Dominated_Count,Classification,Dominates_Count
partner_ii,Partner_II,Time Series Split,Chemical + Mineralogical + Physical,Chemical + Mineralogical + Physical,Neural Networks,MLP,MLP,,1.7095242129085122,1.3339754411969866,3.4056410599783398,0.6299389199815122,-7.1134965729985264,0,dominant_model,19
partner_ii,Partner_II,Time Series Split,Chemical + Mineralogical + Physical,Chemical + Mineralogical + Physical,Neural Networks,GRU,GRU_1.0,1.0,2.00947855882814,1.620762642996652,4.17254919295307,0.4886836823754437,-4.451735641082382,1,intermediate_model,18
partner_ii,Partner_II,Time Series Split,Chemical + Mineralogical + Physical,Chemical + Mineralogical + Physical,Neural Networks,LSTM,LSTM_1.0,1.0,2.0858542893796246,1.6666373238699776,4.22520347040393,0.4490770897407342,-3.9740190301552776,2,intermediate_model,17
partner_ii,Partner_II,Time Series Split,Chemical + Mineralogical + Physical,Chemical + Mineralogical + Physical,Neural Networks,BidirectionalLSTM,BidirectionalLSTM_1.0,1.0,2.12740292797372,1.6702701581682478,4.30730661692496,0.4269105618953407,-3.7152605056699737,3,intermediate_model,15
partner_ii,Partner_II,Time Series Split,Chemical + Mineralogical + Physical,Chemical + Mineralogical + Physical,Linear Regression,Linear Regression,Linear Regression,,2.1178668304812702,1.714274449695698,4.44029396371012,0.4320368011709597,-3.5072853722655926,3,intermediate_model,14
partner_ii,Partner_II,Time Series Split,Chemical + Mineralogical + Physical,Chemical + Mineralogical + Physical,Neural Networks,BidirectionalGRU,BidirectionalGRU_7.0,7.0,2.237794682357692,1.751408733197838,4.42102261613306,0.3614691929174994,-2.9218084350564975,4,intermediate_model,12
partner_ii,Partner_II,Time Series Split,Chemical + Mineralogical + Physical,Chemical + Mineralogical + Physical,Neural Networks,BidirectionalGRU,BidirectionalGRU_1.0,1.0,2.2028388676358914,1.7743181753976005,4.6027921124847095,0.3855474360495169,-2.8416256112478715,5,intermediate_model,13
partner_ii,Partner_II,Time Series Split,Chemical + Mineralogical + Physical,Chemical + Mineralogical + Physical,Neural Networks,GRU,GRU_14.0,14.0,2.2134783309539183,1.8063608876396624,4.70202672217122,0.316510539225163,-2.4082718916315247,6,intermediate_model,12
partner_ii,Partner_II,Time Series Split,Chemical + Mineralogical + Physical,Chemical + Mineralogical + Physical,Neural Networks,LSTM,LSTM_14.0,14.0,2.3273367713368995,1.8945902050242704,4.92368601679067,0.2443864533973899,-1.4597450452362886,8,intermediate_model,11
partner_ii,Partner_II,Time Series Split,Chemical + Mineralogical + Physical,Chemical + Mineralogical + Physical,Neural Networks,BidirectionalGRU,BidirectionalGRU_14.0,14.0,2.399237582736051,1.955476510664996,5.1025933555538705,0.196977370051151,-0.802640328867968,9,intermediate_model,9
partner_ii,Partner_II,Time Series Split,Chemical + Mineralogical + Physical,Chemical + Mineralogical + Physical,Trees,Random Forest,Random Forest,,2.51324395609263,2.1011844685465757,5.470079314265161,0.2001801229391148,0.19333302968696178,9,intermediate_model,8
partner_ii,Partner_II,Time Series Split,Chemical + Mineralogical + Physical,Chemical + Mineralogical + Physical,Neural Networks,BidirectionalLSTM,BidirectionalLSTM_7.0,7.0,2.542687750756782,2.0289232698671373,5.23766139914877,0.1756200091538751,-0.0773603662788935,10,intermediate_model,8
partner_ii,Partner_II,Time Series Split,Chemical + Mineralogical + Physical,Chemical + Mineralogical + Physical,Neural Networks,Transformer,Transformer_1.0,1.0,2.729510506885648,2.2855006461007257,5.94687318413672,0.0566074546668802,2.1155536176751806,12,intermediate_model,5
partner_ii,Partner_II,Time Series Split,Chemical + Mineralogical + Physical,Chemical + Mineralogical + Physical,Neural Networks,LSTM,LSTM_7.0,7.0,2.742345745578217,2.259265183369825,5.88048527048319,0.0410724480813704,2.061714206283834,12,intermediate_model,5
partner_ii,Partner_II,Time Series Split,Chemical + Mineralogical + Physical,Chemical + Mineralogical + Physical,Neural Networks,BidirectionalLSTM,BidirectionalLSTM_14.0,14.0,2.7047111405689077,2.155003757476807,5.61092378674725,-0.020523600107184,1.6382765862175495,12,intermediate_model,4
partner_ii,Partner_II,Time Series Split,Chemical + Mineralogical + Physical,Chemical + Mineralogical + Physical,Trees,XGBoost,XGBoost,,2.772672382881548,2.332385691615513,6.10993706749456,0.0265357370866509,2.5973714524461204,14,intermediate_model,4
partner_ii,Partner_II,Time Series Split,Chemical + Mineralogical + Physical,Chemical + Mineralogical + Physical,Neural Networks,Transformer,Transformer_7.0,7.0,3.19976443347132,2.538282325404465,6.4967837207323,-0.3055015564397954,5.590581450194598,16,intermediate_model,1
partner_ii,Partner_II,Time Series Split,Chemical + Mineralogical + Physical,Chemical + Mineralogical + Physical,Trees,Decision Tree,Decision Tree,,2.983212464159512,2.5226989889492133,6.60203836730366,-0.1269152839111158,4.569768372492267,16,intermediate_model,2
partner_ii,Partner_II,Time Series Split,Chemical + Mineralogical + Physical,Chemical + Mineralogical + Physical,Neural Networks,GRU,GRU_7.0,7.0,3.142604673431443,2.6545133427905423,6.90748113097977,-0.2592758783687889,6.017794941044988,17,intermediate_model,1
partner_ii,Partner_II,Time Series Split,Chemical + Mineralogical + Physical,Chemical + Mineralogical + Physical,Neural Networks,Transformer,Transformer_14.0,14.0,3.4137988531366354,2.777480307747336,7.23332519223354,-0.6257626017293463,8.488855144449298,19,non_dominant_model,0
